sales_id,sales_date,customer_id,product_id,quantity,unit_price,total_revenue,cogs,profit
TRX-202501-0022,2025-01-07,CUST004,PRD002,4,70000,280000,180000,100000
TRX-202501-0022,2025-01-07,CUST004,PRD010,1,20000,20000,12000,8000
TRX-202501-0023,2025-01-08,CUST002,PRD006,5,110000,550000,375000,175000
TRX-202501-0024,2025-01-08,CUST003,PRD009,1,52000,52000,35000,17000
TRX-202501-0024,2025-01-08,CUST003,PRD005,5,105000,525000,350000,175000
TRX-202501-0025,2025-01-08,CUST002,PRD005,2,105000,210000,140000,70000
TRX-202501-0026,2025-01-08,CUST002,PRD009,5,52000,260000,175000,85000
TRX-202501-0026,2025-01-08,CUST002,PRD003,4,130000,520000,340000,180000
TRX-202501-0026,2025-01-08,CUST002,PRD005,6,105000,630000,420000,210000
TRX-202501-0027,2025-01-09,CUST003,PRD003,5,130000,650000,425000,225000
TRX-202501-0027,2025-01-09,CUST003,PRD001,6,175000,1050000,720000,330000
TRX-202501-0028,2025-01-09,CUST001,PRD004,4,105000,420000,280000,140000
TRX-202501-0028,2025-01-09,CUST001,PRD011,2,35000,70000,44000,26000
TRX-202501-0029,2025-01-09,CUST006,PRD007,4,225000,900000,720000,180000
TRX-202501-0029,2025-01-09,CUST006,PRD010,3,20000,60000,36000,24000
TRX-202501-0029,2025-01-09,CUST006,PRD003,3,130000,390000,255000,135000
TRX-202501-0030,2025-01-09,CUST007,PRD003,6,130000,780000,510000,270000
TRX-202501-0031,2025-01-10,CUST006,PRD002,5,70000,350000,225000,125000
TRX-202501-0032,2025-01-10,CUST003,PRD005,7,105000,735000,490000,245000
TRX-202501-0032,2025-01-10,CUST003,PRD001,6,175000,1050000,720000,330000
TRX-202501-0032,2025-01-10,CUST003,PRD002,6,70000,420000,270000,150000
TRX-202501-0033,2025-01-10,CUST007,PRD009,4,52000,208000,140000,68000
TRX-202501-0033,2025-01-10,CUST007,PRD002,5,70000,350000,225000,125000
TRX-202501-0033,2025-01-10,CUST007,PRD007,1,225000,225000,180000,45000
TRX-202501-0034,2025-01-10,CUST007,PRD009,4,52000,208000,140000,68000
TRX-202501-0035,2025-01-10,CUST006,PRD002,6,70000,420000,270000,150000
TRX-202501-0035,2025-01-10,CUST006,PRD011,6,35000,210000,132000,78000
TRX-202501-0036,2025-01-11,CUST008,PRD008,4,40000,160000,112000,48000
TRX-202501-0036,2025-01-11,CUST008,PRD011,8,35000,280000,176000,104000
TRX-202501-0037,2025-01-11,CUST003,PRD002,6,70000,420000,270000,150000
TRX-202501-0037,2025-01-11,CUST003,PRD005,2,105000,210000,140000,70000
TRX-202501-0037,2025-01-11,CUST003,PRD009,4,52000,208000,140000,68000
TRX-202501-0038,2025-01-11,CUST005,PRD004,3,105000,315000,210000,105000
TRX-202501-0039,2025-01-11,CUST001,PRD004,8,105000,840000,560000,280000
TRX-202501-0040,2025-01-12,CUST006,PRD010,7,20000,140000,84000,56000
TRX-202501-0040,2025-01-12,CUST006,PRD009,8,52000,416000,280000,136000
TRX-202501-0041,2025-01-12,CUST003,PRD008,4,40000,160000,112000,48000
TRX-202501-0041,2025-01-12,CUST003,PRD012,5,48000,240000,160000,80000
TRX-202501-0041,2025-01-12,CUST003,PRD005,8,105000,840000,560000,280000
TRX-202501-0042,2025-01-12,CUST004,PRD008,5,40000,200000,140000,60000
TRX-202501-0042,2025-01-12,CUST004,PRD002,4,70000,280000,180000,100000
TRX-202501-0043,2025-01-12,CUST005,PRD006,2,110000,220000,150000,70000
TRX-202501-0043,2025-01-12,CUST005,PRD009,3,52000,156000,105000,51000
TRX-202501-0044,2025-01-12,CUST003,PRD007,3,225000,675000,540000,135000
TRX-202501-0045,2025-01-13,CUST008,PRD005,7,105000,735000,490000,245000
TRX-202501-0046,2025-01-13,CUST008,PRD007,6,225000,1350000,1080000,270000
TRX-202501-0047,2025-01-13,CUST007,PRD003,1,130000,130000,85000,45000
TRX-202501-0047,2025-01-13,CUST007,PRD008,7,40000,280000,196000,84000
TRX-202501-0047,2025-01-13,CUST007,PRD012,1,48000,48000,32000,16000
TRX-202501-0048,2025-01-14,CUST004,PRD001,3,175000,525000,360000,165000
TRX-202501-0049,2025-01-14,CUST004,PRD008,2,40000,80000,56000,24000
TRX-202501-0050,2025-01-15,CUST002,PRD001,7,175000,1225000,840000,385000
TRX-202501-0050,2025-01-15,CUST002,PRD006,6,110000,660000,450000,210000
TRX-202501-0050,2025-01-15,CUST002,PRD009,2,52000,104000,70000,34000
TRX-202501-0051,2025-01-15,CUST006,PRD007,8,225000,1800000,1440000,360000
TRX-202501-0052,2025-01-15,CUST002,PRD006,8,110000,880000,600000,280000
TRX-202501-0052,2025-01-15,CUST002,PRD011,3,35000,105000,66000,39000
TRX-202501-0053,2025-01-15,CUST007,PRD012,5,48000,240000,160000,80000
TRX-202501-0054,2025-01-16,CUST005,PRD012,1,48000,48000,32000,16000
TRX-202501-0054,2025-01-16,CUST005,PRD005,4,105000,420000,280000,140000
TRX-202501-0054,2025-01-16,CUST005,PRD009,2,52000,104000,70000,34000
TRX-202501-0055,2025-01-16,CUST004,PRD007,4,225000,900000,720000,180000
TRX-202501-0055,2025-01-16,CUST004,PRD008,8,40000,320000,224000,96000
TRX-202501-0055,2025-01-16,CUST004,PRD009,8,52000,416000,280000,136000
TRX-202501-0056,2025-01-16,CUST008,PRD002,5,70000,350000,225000,125000
TRX-202501-0057,2025-01-16,CUST004,PRD012,5,48000,240000,160000,80000
TRX-202501-0057,2025-01-16,CUST004,PRD004,6,105000,630000,420000,210000
TRX-202501-0058,2025-01-17,CUST002,PRD005,4,105000,420000,280000,140000
TRX-202501-0059,2025-01-17,CUST006,PRD005,1,105000,105000,70000,35000
TRX-202501-0060,2025-01-17,CUST003,PRD001,5,175000,875000,600000,275000
TRX-202501-0060,2025-01-17,CUST003,PRD012,3,48000,144000,96000,48000
TRX-202501-0061,2025-01-17,CUST008,PRD001,5,175000,875000,600000,275000
TRX-202501-0062,2025-01-18,CUST008,PRD005,7,105000,735000,490000,245000
TRX-202501-0062,2025-01-18,CUST008,PRD010,5,20000,100000,60000,40000
TRX-202501-0063,2025-01-18,CUST001,PRD012,4,48000,192000,128000,64000
TRX-202501-0063,2025-01-18,CUST001,PRD002,5,70000,350000,225000,125000
TRX-202501-0063,2025-01-18,CUST001,PRD004,2,105000,210000,140000,70000
TRX-202501-0064,2025-01-18,CUST003,PRD003,2,130000,260000,170000,90000
TRX-202501-0065,2025-01-18,CUST003,PRD007,8,225000,1800000,1440000,360000
TRX-202501-0066,2025-01-18,CUST008,PRD001,5,175000,875000,600000,275000
TRX-202501-0066,2025-01-18,CUST008,PRD004,5,105000,525000,350000,175000
TRX-202501-0067,2025-01-19,CUST007,PRD009,8,52000,416000,280000,136000
TRX-202501-0067,2025-01-19,CUST007,PRD012,8,48000,384000,256000,128000
TRX-202501-0068,2025-01-19,CUST002,PRD001,5,175000,875000,600000,275000
TRX-202501-0068,2025-01-19,CUST002,PRD007,1,225000,225000,180000,45000
TRX-202501-0068,2025-01-19,CUST002,PRD006,2,110000,220000,150000,70000
TRX-202501-0069,2025-01-19,CUST004,PRD010,5,20000,100000,60000,40000
TRX-202501-0069,2025-01-19,CUST004,PRD012,1,48000,48000,32000,16000
TRX-202501-0069,2025-01-19,CUST004,PRD001,3,175000,525000,360000,165000
TRX-202501-0070,2025-01-19,CUST008,PRD011,3,35000,105000,66000,39000
TRX-202501-0070,2025-01-19,CUST008,PRD008,7,40000,280000,196000,84000
TRX-202501-0070,2025-01-19,CUST008,PRD005,8,105000,840000,560000,280000
TRX-202501-0071,2025-01-20,CUST004,PRD006,8,110000,880000,600000,280000
TRX-202501-0071,2025-01-20,CUST004,PRD010,1,20000,20000,12000,8000
TRX-202501-0071,2025-01-20,CUST004,PRD008,4,40000,160000,112000,48000
TRX-202501-0072,2025-01-20,CUST005,PRD003,8,130000,1040000,680000,360000
TRX-202501-0072,2025-01-20,CUST005,PRD005,2,105000,210000,140000,70000
TRX-202501-0072,2025-01-20,CUST005,PRD008,1,40000,40000,28000,12000
TRX-202501-0073,2025-01-21,CUST007,PRD010,3,20000,60000,36000,24000
TRX-202501-0074,2025-01-21,CUST002,PRD007,5,225000,1125000,900000,225000
TRX-202501-0074,2025-01-21,CUST002,PRD006,1,110000,110000,75000,35000
TRX-202501-0075,2025-01-21,CUST005,PRD005,8,105000,840000,560000,280000
TRX-202501-0075,2025-01-21,CUST005,PRD010,3,20000,60000,36000,24000
TRX-202501-0075,2025-01-21,CUST005,PRD011,8,35000,280000,176000,104000
TRX-202501-0076,2025-01-22,CUST006,PRD008,2,40000,80000,56000,24000
TRX-202501-0077,2025-01-22,CUST008,PRD012,3,48000,144000,96000,48000
TRX-202501-0078,2025-01-22,CUST007,PRD003,5,130000,650000,425000,225000
TRX-202501-0078,2025-01-22,CUST007,PRD002,6,70000,420000,270000,150000
TRX-202501-0078,2025-01-22,CUST007,PRD008,7,40000,280000,196000,84000
TRX-202501-0079,2025-01-23,CUST001,PRD006,1,110000,110000,75000,35000
TRX-202501-0080,2025-01-23,CUST005,PRD006,3,110000,330000,225000,105000
TRX-202501-0080,2025-01-23,CUST005,PRD007,4,225000,900000,720000,180000
TRX-202501-0081,2025-01-23,CUST007,PRD011,3,35000,105000,66000,39000
TRX-202501-0081,2025-01-23,CUST007,PRD003,2,130000,260000,170000,90000
TRX-202501-0081,2025-01-23,CUST007,PRD012,7,48000,336000,224000,112000
TRX-202501-0082,2025-01-23,CUST004,PRD010,4,20000,80000,48000,32000
TRX-202501-0082,2025-01-23,CUST004,PRD003,8,130000,1040000,680000,360000
TRX-202501-0083,2025-01-24,CUST005,PRD011,7,35000,245000,154000,91000
TRX-202501-0084,2025-01-24,CUST005,PRD010,1,20000,20000,12000,8000
TRX-202501-0085,2025-01-24,CUST008,PRD004,6,105000,630000,420000,210000
TRX-202501-0085,2025-01-24,CUST008,PRD010,4,20000,80000,48000,32000
TRX-202501-0086,2025-01-24,CUST004,PRD005,2,105000,210000,140000,70000
TRX-202501-0086,2025-01-24,CUST004,PRD011,1,35000,35000,22000,13000
TRX-202501-0086,2025-01-24,CUST004,PRD003,5,130000,650000,425000,225000
TRX-202501-0087,2025-01-25,CUST002,PRD004,7,105000,735000,490000,245000
TRX-202501-0088,2025-01-25,CUST006,PRD007,1,225000,225000,180000,45000
TRX-202501-0089,2025-01-25,CUST005,PRD002,5,70000,350000,225000,125000
TRX-202501-0089,2025-01-25,CUST005,PRD008,7,40000,280000,196000,84000
TRX-202501-0089,2025-01-25,CUST005,PRD006,6,110000,660000,450000,210000
TRX-202501-0090,2025-01-25,CUST002,PRD004,6,105000,630000,420000,210000
TRX-202501-0090,2025-01-25,CUST002,PRD008,4,40000,160000,112000,48000
TRX-202501-0090,2025-01-25,CUST002,PRD001,2,175000,350000,240000,110000
TRX-202501-0091,2025-01-25,CUST008,PRD005,2,105000,210000,140000,70000
TRX-202501-0091,2025-01-25,CUST008,PRD011,3,35000,105000,66000,39000
TRX-202501-0091,2025-01-25,CUST008,PRD007,1,225000,225000,180000,45000
TRX-202501-0092,2025-01-26,CUST004,PRD002,6,70000,420000,270000,150000
TRX-202501-0092,2025-01-26,CUST004,PRD011,6,35000,210000,132000,78000
TRX-202501-0093,2025-01-26,CUST001,PRD005,2,105000,210000,140000,70000
TRX-202501-0093,2025-01-26,CUST001,PRD004,8,105000,840000,560000,280000
TRX-202501-0094,2025-01-26,CUST002,PRD004,1,105000,105000,70000,35000
TRX-202501-0094,2025-01-26,CUST002,PRD011,1,35000,35000,22000,13000
TRX-202501-0094,2025-01-26,CUST002,PRD010,6,20000,120000,72000,48000
TRX-202501-0095,2025-01-26,CUST004,PRD010,4,20000,80000,48000,32000
TRX-202501-0096,2025-01-26,CUST002,PRD004,4,105000,420000,280000,140000
TRX-202501-0096,2025-01-26,CUST002,PRD010,6,20000,120000,72000,48000
TRX-202501-0096,2025-01-26,CUST002,PRD012,3,48000,144000,96000,48000
TRX-202501-0097,2025-01-27,CUST002,PRD009,1,52000,52000,35000,17000
TRX-202501-0097,2025-01-27,CUST002,PRD004,5,105000,525000,350000,175000
TRX-202501-0098,2025-01-27,CUST008,PRD001,7,175000,1225000,840000,385000
TRX-202501-0098,2025-01-27,CUST008,PRD012,7,48000,336000,224000,112000
TRX-202501-0098,2025-01-27,CUST008,PRD008,2,40000,80000,56000,24000
TRX-202501-0099,2025-01-27,CUST008,PRD008,6,40000,240000,168000,72000
TRX-202501-0099,2025-01-27,CUST008,PRD002,3,70000,210000,135000,75000
TRX-202501-0099,2025-01-27,CUST008,PRD011,2,35000,70000,44000,26000
TRX-202501-0100,2025-01-27,CUST003,PRD010,6,20000,120000,72000,48000
TRX-202501-0100,2025-01-27,CUST003,PRD011,7,35000,245000,154000,91000
TRX-202501-0101,2025-01-28,CUST008,PRD002,2,70000,140000,90000,50000
TRX-202501-0102,2025-01-28,CUST002,PRD002,3,70000,210000,135000,75000
TRX-202501-0102,2025-01-28,CUST002,PRD006,1,110000,110000,75000,35000
TRX-202501-0103,2025-01-28,CUST006,PRD002,7,70000,490000,315000,175000
TRX-202501-0103,2025-01-28,CUST006,PRD007,1,225000,225000,180000,45000
TRX-202501-0103,2025-01-28,CUST006,PRD006,5,110000,550000,375000,175000
TRX-202501-0104,2025-01-29,CUST005,PRD005,1,105000,105000,70000,35000
TRX-202501-0104,2025-01-29,CUST005,PRD006,3,110000,330000,225000,105000
TRX-202501-0104,2025-01-29,CUST005,PRD011,3,35000,105000,66000,39000
TRX-202501-0105,2025-01-29,CUST007,PRD003,1,130000,130000,85000,45000
TRX-202501-0106,2025-01-29,CUST002,PRD009,7,52000,364000,245000,119000
TRX-202501-0106,2025-01-29,CUST002,PRD004,8,105000,840000,560000,280000
TRX-202501-0106,2025-01-29,CUST002,PRD007,6,225000,1350000,1080000,270000
TRX-202501-0107,2025-01-30,CUST005,PRD004,7,105000,735000,490000,245000
TRX-202501-0108,2025-01-30,CUST001,PRD004,5,105000,525000,350000,175000
TRX-202501-0109,2025-01-30,CUST004,PRD005,5,105000,525000,350000,175000
TRX-202501-0110,2025-01-30,CUST006,PRD001,8,175000,1400000,960000,440000
TRX-202501-0111,2025-01-30,CUST007,PRD003,7,130000,910000,595000,315000
TRX-202501-0112,2025-01-31,CUST006,PRD007,2,225000,450000,360000,90000
TRX-202501-0113,2025-01-31,CUST004,PRD010,2,20000,40000,24000,16000
TRX-202501-0113,2025-01-31,CUST004,PRD007,7,225000,1575000,1260000,315000
TRX-202501-0114,2025-01-31,CUST005,PRD006,3,110000,330000,225000,105000
TRX-202501-0114,2025-01-31,CUST005,PRD004,2,105000,210000,140000,70000
TRX-202501-0114,2025-01-31,CUST005,PRD012,2,48000,96000,64000,32000
TRX-202501-0115,2025-01-31,CUST004,PRD006,3,110000,330000,225000,105000
TRX-202501-0115,2025-01-31,CUST004,PRD011,4,35000,140000,88000,52000
TRX-202501-0116,2025-01-31,CUST002,PRD005,4,105000,420000,280000,140000
TRX-202502-0117,2025-02-01,CUST008,PRD001,6,175000,1050000,720000,330000
TRX-202502-0117,2025-02-01,CUST008,PRD012,5,48000,240000,160000,80000
TRX-202502-0118,2025-02-01,CUST002,PRD002,7,70000,490000,315000,175000
TRX-202502-0118,2025-02-01,CUST002,PRD010,8,20000,160000,96000,64000
TRX-202502-0118,2025-02-01,CUST002,PRD011,1,35000,35000,22000,13000
TRX-202502-0119,2025-02-01,CUST008,PRD011,8,35000,280000,176000,104000
TRX-202502-0119,2025-02-01,CUST008,PRD004,3,105000,315000,210000,105000
TRX-202502-0119,2025-02-01,CUST008,PRD006,1,110000,110000,75000,35000
TRX-202502-0120,2025-02-01,CUST008,PRD006,2,110000,220000,150000,70000
TRX-202502-0121,2025-02-02,CUST006,PRD010,3,20000,60000,36000,24000
TRX-202502-0122,2025-02-02,CUST006,PRD011,7,35000,245000,154000,91000
TRX-202502-0122,2025-02-02,CUST006,PRD012,3,48000,144000,96000,48000
TRX-202502-0123,2025-02-02,CUST002,PRD009,6,52000,312000,210000,102000
TRX-202502-0123,2025-02-02,CUST002,PRD007,3,225000,675000,540000,135000
TRX-202502-0124,2025-02-03,CUST006,PRD003,3,130000,390000,255000,135000
TRX-202502-0124,2025-02-03,CUST006,PRD010,3,20000,60000,36000,24000
TRX-202502-0124,2025-02-03,CUST006,PRD007,3,225000,675000,540000,135000
TRX-202502-0125,2025-02-03,CUST003,PRD008,6,40000,240000,168000,72000
TRX-202502-0125,2025-02-03,CUST003,PRD001,4,175000,700000,480000,220000
TRX-202502-0125,2025-02-03,CUST003,PRD007,8,225000,1800000,1440000,360000
TRX-202502-0126,2025-02-04,CUST008,PRD009,2,52000,104000,70000,34000
TRX-202502-0126,2025-02-04,CUST008,PRD002,5,70000,350000,225000,125000
TRX-202502-0127,2025-02-04,CUST002,PRD005,8,105000,840000,560000,280000
TRX-202502-0128,2025-02-05,CUST003,PRD008,1,40000,40000,28000,12000
TRX-202502-0128,2025-02-05,CUST003,PRD012,2,48000,96000,64000,32000
TRX-202502-0128,2025-02-05,CUST003,PRD010,1,20000,20000,12000,8000
TRX-202502-0129,2025-02-05,CUST005,PRD003,7,130000,910000,595000,315000
TRX-202502-0130,2025-02-05,CUST002,PRD004,2,105000,210000,140000,70000
TRX-202502-0130,2025-02-05,CUST002,PRD005,1,105000,105000,70000,35000
TRX-202502-0131,2025-02-05,CUST004,PRD011,8,35000,280000,176000,104000
TRX-202502-0131,2025-02-05,CUST004,PRD010,2,20000,40000,24000,16000
TRX-202502-0132,2025-02-05,CUST002,PRD010,1,20000,20000,12000,8000
TRX-202502-0132,2025-02-05,CUST002,PRD009,4,52000,208000,140000,68000
TRX-202502-0133,2025-02-06,CUST006,PRD012,2,48000,96000,64000,32000
TRX-202502-0134,2025-02-06,CUST006,PRD001,6,175000,1050000,720000,330000
TRX-202502-0135,2025-02-07,CUST004,PRD006,6,110000,660000,450000,210000
TRX-202502-0135,2025-02-07,CUST004,PRD001,5,175000,875000,600000,275000
TRX-202502-0136,2025-02-07,CUST002,PRD007,8,225000,1800000,1440000,360000
TRX-202502-0136,2025-02-07,CUST002,PRD012,7,48000,336000,224000,112000
TRX-202502-0137,2025-02-08,CUST001,PRD006,5,110000,550000,375000,175000
TRX-202502-0137,2025-02-08,CUST001,PRD010,1,20000,20000,12000,8000
TRX-202502-0137,2025-02-08,CUST001,PRD007,2,225000,450000,360000,90000
TRX-202502-0138,2025-02-08,CUST007,PRD009,3,52000,156000,105000,51000
TRX-202502-0138,2025-02-08,CUST007,PRD011,1,35000,35000,22000,13000
TRX-202502-0139,2025-02-08,CUST003,PRD011,3,35000,105000,66000,39000
TRX-202502-0139,2025-02-08,CUST003,PRD008,2,40000,80000,56000,24000
TRX-202502-0139,2025-02-08,CUST003,PRD001,4,175000,700000,480000,220000
TRX-202502-0140,2025-02-08,CUST006,PRD007,1,225000,225000,180000,45000
TRX-202502-0140,2025-02-08,CUST006,PRD010,3,20000,60000,36000,24000
TRX-202502-0141,2025-02-08,CUST008,PRD006,2,110000,220000,150000,70000
TRX-202502-0141,2025-02-08,CUST008,PRD008,3,40000,120000,84000,36000
TRX-202502-0142,2025-02-09,CUST002,PRD006,2,110000,220000,150000,70000
TRX-202502-0142,2025-02-09,CUST002,PRD011,5,35000,175000,110000,65000
TRX-202502-0142,2025-02-09,CUST002,PRD012,5,48000,240000,160000,80000
TRX-202502-0143,2025-02-09,CUST003,PRD012,6,48000,288000,192000,96000
TRX-202502-0143,2025-02-09,CUST003,PRD011,4,35000,140000,88000,52000
TRX-202502-0143,2025-02-09,CUST003,PRD003,2,130000,260000,170000,90000
TRX-202502-0144,2025-02-09,CUST004,PRD004,8,105000,840000,560000,280000
TRX-202502-0145,2025-02-09,CUST001,PRD009,6,52000,312000,210000,102000
TRX-202502-0145,2025-02-09,CUST001,PRD010,8,20000,160000,96000,64000
TRX-202502-0146,2025-02-09,CUST003,PRD002,7,70000,490000,315000,175000
TRX-202502-0146,2025-02-09,CUST003,PRD012,8,48000,384000,256000,128000
TRX-202502-0146,2025-02-09,CUST003,PRD005,7,105000,735000,490000,245000
TRX-202502-0147,2025-02-10,CUST005,PRD005,4,105000,420000,280000,140000
TRX-202502-0148,2025-02-10,CUST005,PRD011,5,35000,175000,110000,65000
TRX-202502-0149,2025-02-10,CUST002,PRD011,3,35000,105000,66000,39000
TRX-202502-0149,2025-02-10,CUST002,PRD003,3,130000,390000,255000,135000
TRX-202502-0149,2025-02-10,CUST002,PRD010,6,20000,120000,72000,48000
TRX-202502-0150,2025-02-10,CUST001,PRD002,1,70000,70000,45000,25000
TRX-202502-0151,2025-02-11,CUST006,PRD006,3,110000,330000,225000,105000
TRX-202502-0151,2025-02-11,CUST006,PRD012,6,48000,288000,192000,96000
TRX-202502-0151,2025-02-11,CUST006,PRD007,2,225000,450000,360000,90000
TRX-202502-0152,2025-02-11,CUST006,PRD008,2,40000,80000,56000,24000
TRX-202502-0153,2025-02-11,CUST005,PRD004,2,105000,210000,140000,70000
TRX-202502-0153,2025-02-11,CUST005,PRD003,1,130000,130000,85000,45000
TRX-202502-0154,2025-02-12,CUST008,PRD011,5,35000,175000,110000,65000
TRX-202502-0154,2025-02-12,CUST008,PRD012,1,48000,48000,32000,16000
TRX-202502-0154,2025-02-12,CUST008,PRD008,2,40000,80000,56000,24000
TRX-202502-0155,2025-02-12,CUST007,PRD005,6,105000,630000,420000,210000
TRX-202502-0156,2025-02-12,CUST007,PRD001,1,175000,175000,120000,55000
TRX-202502-0156,2025-02-12,CUST007,PRD007,4,225000,900000,720000,180000
TRX-202502-0157,2025-02-12,CUST006,PRD005,8,105000,840000,560000,280000
TRX-202502-0157,2025-02-12,CUST006,PRD002,5,70000,350000,225000,125000
TRX-202502-0157,2025-02-12,CUST006,PRD007,2,225000,450000,360000,90000
TRX-202502-0158,2025-02-13,CUST005,PRD006,8,110000,880000,600000,280000
TRX-202502-0158,2025-02-13,CUST005,PRD009,5,52000,260000,175000,85000
TRX-202502-0158,2025-02-13,CUST005,PRD011,8,35000,280000,176000,104000
TRX-202502-0159,2025-02-13,CUST001,PRD006,2,110000,220000,150000,70000
TRX-202502-0159,2025-02-13,CUST001,PRD011,7,35000,245000,154000,91000
TRX-202502-0160,2025-02-13,CUST005,PRD012,8,48000,384000,256000,128000
TRX-202502-0160,2025-02-13,CUST005,PRD011,5,35000,175000,110000,65000
TRX-202502-0160,2025-02-13,CUST005,PRD001,4,175000,700000,480000,220000
TRX-202502-0161,2025-02-13,CUST001,PRD008,7,40000,280000,196000,84000
TRX-202502-0161,2025-02-13,CUST001,PRD003,3,130000,390000,255000,135000
TRX-202502-0161,2025-02-13,CUST001,PRD009,4,52000,208000,140000,68000
TRX-202502-0162,2025-02-13,CUST001,PRD012,1,48000,48000,32000,16000
TRX-202502-0162,2025-02-13,CUST001,PRD002,8,70000,560000,360000,200000
TRX-202502-0162,2025-02-13,CUST001,PRD004,6,105000,630000,420000,210000
TRX-202502-0163,2025-02-14,CUST008,PRD004,5,105000,525000,350000,175000
TRX-202502-0164,2025-02-14,CUST005,PRD005,5,105000,525000,350000,175000
TRX-202502-0165,2025-02-14,CUST004,PRD012,8,48000,384000,256000,128000
TRX-202502-0165,2025-02-14,CUST004,PRD008,6,40000,240000,168000,72000
TRX-202502-0165,2025-02-14,CUST004,PRD006,5,110000,550000,375000,175000
TRX-202502-0166,2025-02-14,CUST005,PRD010,7,20000,140000,84000,56000
TRX-202502-0167,2025-02-15,CUST004,PRD002,7,70000,490000,315000,175000
TRX-202502-0168,2025-02-15,CUST006,PRD008,1,40000,40000,28000,12000
TRX-202502-0168,2025-02-15,CUST006,PRD002,3,70000,210000,135000,75000
TRX-202502-0168,2025-02-15,CUST006,PRD003,7,130000,910000,595000,315000
TRX-202502-0169,2025-02-15,CUST008,PRD011,5,35000,175000,110000,65000
TRX-202502-0169,2025-02-15,CUST008,PRD004,6,105000,630000,420000,210000
TRX-202502-0170,2025-02-16,CUST006,PRD008,8,40000,320000,224000,96000
TRX-202502-0170,2025-02-16,CUST006,PRD011,3,35000,105000,66000,39000
TRX-202502-0171,2025-02-16,CUST008,PRD004,6,105000,630000,420000,210000
TRX-202502-0171,2025-02-16,CUST008,PRD002,3,70000,210000,135000,75000
TRX-202502-0172,2025-02-17,CUST006,PRD010,1,20000,20000,12000,8000
TRX-202502-0172,2025-02-17,CUST006,PRD012,5,48000,240000,160000,80000
TRX-202502-0173,2025-02-17,CUST006,PRD004,8,105000,840000,560000,280000
